scene_min_x,scene_min_z,scene_max_x,scene_max_z,render,collision,water
200,-20,204,-16,1,1,0
204,-20,208,-16,1,1,0
208,-20,212,-16,1,1,0
212,-20,216,-16,1,1,0
216,-20,220,-16,1,1,0
220,-20,224,-16,1,1,0
224,-20,228,-16,1,1,0
228,-20,232,-16,1,1,0
232,-20,236,-16,1,1,0
236,-20,240,-16,1,1,0
240,-20,244,-16,1,1,0
196,-16,200,-12,1,1,0
200,-16,204,-12,1,1,0
204,-16,208,-12,1,1,0
208,-16,212,-12,1,1,0
212,-16,216,-12,1,1,0
216,-16,220,-12,1,1,0
220,-16,224,-12,1,1,0
224,-16,228,-12,1,1,0
228,-16,232,-12,1,1,0
232,-16,236,-12,1,1,0
236,-16,240,-12,1,1,0
240,-16,244,-12,1,1,0
-4,-4,0,0,0,1,0
0,-4,4,0,0,1,0
-4,0,0,4,0,1,0
0,0,4,4,0,1,0
156,20,160,24,0,1,0
160,20,164,24,0,1,0
164,20,168,24,0,1,0
132,24,136,28,0,1,0
136,24,140,28,0,1,0
140,24,144,28,0,1,0
152,24,156,28,1,1,0
156,24,160,28,1,1,0
160,24,164,28,0,1,0
164,24,168,28,0,1,0
236,24,240,28,0,1,0
240,24,244,28,0,1,0
244,24,248,28,0,1,0
248,24,252,28,0,1,0
132,28,136,32,0,1,0
136,28,140,32,0,1,0
140,28,144,32,0,1,0
144,28,148,32,0,1,0
148,28,152,32,0,1,0
152,28,156,32,1,1,0
156,28,160,32,1,1,0
160,28,164,32,0,1,0
164,28,168,32,0,1,0
236,28,240,32,0,1,0
240,28,244,32,0,1,0
244,28,248,32,0,1,0
248,28,252,32,0,1,0
252,28,256,32,0,1,0
256,28,260,32,0,1,0
132,32,136,36,0,1,0
136,32,140,36,0,1,0
140,32,144,36,0,1,0
152,32,156,36,1,1,0
156,32,160,36,1,1,0
160,32,164,36,0,1,0
164,32,168,36,0,1,0
236,32,240,36,0,1,0
240,32,244,36,0,1,0
244,32,248,36,0,1,0
248,32,252,36,0,1,0
252,32,256,36,0,1,0
256,32,260,36,0,1,0
152,36,156,40,1,1,0
156,36,160,40,1,1,0
160,36,164,40,0,1,0
164,36,168,40,0,1,0
236,36,240,40,0,1,0
240,36,244,40,0,1,0
244,36,248,40,0,1,0
248,36,252,40,0,1,0
252,36,256,40,0,1,0
256,36,260,40,0,1,0
260,36,264,40,0,1,0
200,40,204,44,0,1,0
204,40,208,44,0,1,0
208,40,212,44,0,1,0
212,40,216,44,0,1,0
216,40,220,44,0,1,0
220,40,224,44,0,1,0
224,40,228,44,0,1,0
228,40,232,44,0,1,0
232,40,236,44,0,1,0
236,40,240,44,0,1,0
240,40,244,44,0,1,0
244,40,248,44,0,1,0
248,40,252,44,0,1,0
252,40,256,44,0,1,0
256,40,260,44,0,1,0
260,40,264,44,0,1,0
196,44,200,48,0,1,0
200,44,204,48,0,1,0
204,44,208,48,0,1,0
208,44,212,48,0,1,0
212,44,216,48,1,1,0
216,44,220,48,1,1,0
220,44,224,48,1,1,0
224,44,228,48,0,1,0
228,44,232,48,0,1,0
232,44,236,48,0,1,0
236,44,240,48,0,1,0
240,44,244,48,0,1,0
244,44,248,48,0,1,0
248,44,252,48,0,1,0
252,44,256,48,0,1,0
256,44,260,48,0,1,0
260,44,264,48,0,1,0
168,48,172,52,0,1,0
172,48,176,52,0,1,0
176,48,180,52,0,1,0
180,48,184,52,0,1,0
184,48,188,52,0,1,0
188,48,192,52,0,1,0
192,48,196,52,0,1,0
196,48,200,52,0,1,0
200,48,204,52,0,1,0
204,48,208,52,0,1,0
208,48,212,52,0,1,0
212,48,216,52,1,1,0
216,48,220,52,1,1,0
220,48,224,52,1,1,0
224,48,228,52,0,1,0
228,48,232,52,0,1,0
232,48,236,52,0,1,0
236,48,240,52,0,1,0
240,48,244,52,0,1,0
244,48,248,52,0,1,0
248,48,252,52,0,1,0
252,48,256,52,0,1,0
256,48,260,52,0,1,0
260,48,264,52,0,1,0
164,52,168,56,0,1,0
168,52,172,56,0,1,0
172,52,176,56,0,1,0
176,52,180,56,0,1,0
180,52,184,56,0,1,0
184,52,188,56,0,1,0
188,52,192,56,0,1,0
192,52,196,56,0,1,0
196,52,200,56,1,1,0
200,52,204,56,0,1,0
204,52,208,56,0,1,0
208,52,212,56,1,1,0
212,52,216,56,1,1,0
216,52,220,56,1,1,0
220,52,224,56,1,1,0
224,52,228,56,0,1,0
228,52,232,56,0,1,0
232,52,236,56,0,1,0
236,52,240,56,0,1,0
240,52,244,56,0,1,0
244,52,248,56,0,1,0
248,52,252,56,0,1,0
252,52,256,56,0,1,0
256,52,260,56,0,1,0
260,52,264,56,0,1,0
164,56,168,60,0,1,0
168,56,172,60,0,1,0
176,56,180,60,0,1,0
180,56,184,60,0,1,0
184,56,188,60,0,1,0
188,56,192,60,0,1,0
192,56,196,60,0,1,0
196,56,200,60,0,1,0
200,56,204,60,0,1,0
204,56,208,60,0,1,0
208,56,212,60,1,1,0
212,56,216,60,1,1,0
216,56,220,60,1,1,0
220,56,224,60,1,1,0
224,56,228,60,0,1,0
228,56,232,60,0,1,0
232,56,236,60,0,1,0
236,56,240,60,0,1,0
240,56,244,60,0,1,0
244,56,248,60,0,1,0
248,56,252,60,0,1,0
252,56,256,60,0,1,0
256,56,260,60,0,1,0
260,56,264,60,0,1,0
176,60,180,64,0,1,0
180,60,184,64,0,1,0
184,60,188,64,0,1,0
188,60,192,64,0,1,0
192,60,196,64,0,1,0
196,60,200,64,0,1,0
200,60,204,64,0,1,0
204,60,208,64,0,1,0
208,60,212,64,0,1,0
212,60,216,64,0,1,0
216,60,220,64,0,1,0
220,60,224,64,0,1,0
224,60,228,64,0,1,0
228,60,232,64,0,1,0
232,60,236,64,0,1,0
236,60,240,64,0,1,0
240,60,244,64,0,1,0
244,60,248,64,0,1,0
248,60,252,64,0,1,0
252,60,256,64,0,1,0
256,60,260,64,0,1,0
260,60,264,64,0,1,0
176,64,180,68,0,1,0
180,64,184,68,0,1,0
184,64,188,68,0,1,0
188,64,192,68,0,1,0
192,64,196,68,0,1,0
196,64,200,68,0,1,0
200,64,204,68,0,1,0
204,64,208,68,0,1,0
208,64,212,68,0,1,0
212,64,216,68,0,1,0
216,64,220,68,0,1,0
220,64,224,68,0,1,0
224,64,228,68,0,1,0
228,64,232,68,0,1,0
232,64,236,68,0,1,0
236,64,240,68,0,1,0
240,64,244,68,0,1,0
244,64,248,68,0,1,0
248,64,252,68,0,1,0
252,64,256,68,0,1,0
256,64,260,68,0,1,0
260,64,264,68,0,1,0
180,68,184,72,0,1,0
184,68,188,72,0,1,0
188,68,192,72,0,1,0
192,68,196,72,0,1,0
196,68,200,72,0,1,0
200,68,204,72,0,1,0
204,68,208,72,0,1,0
208,68,212,72,0,1,0
212,68,216,72,0,1,0
216,68,220,72,0,1,0
220,68,224,72,0,1,0
224,68,228,72,0,1,0
228,68,232,72,0,1,0
232,68,236,72,0,1,0
236,68,240,72,0,1,0
240,68,244,72,0,1,0
244,68,248,72,0,1,0
248,68,252,72,0,1,0
252,68,256,72,0,1,0
256,68,260,72,0,1,0
260,68,264,72,0,1,0
176,72,180,76,0,1,0
180,72,184,76,0,1,0
184,72,188,76,0,1,0
188,72,192,76,0,1,0
192,72,196,76,0,1,0
196,72,200,76,0,1,0
200,72,204,76,0,1,0
204,72,208,76,0,1,0
208,72,212,76,0,1,0
212,72,216,76,0,1,0
216,72,220,76,0,1,0
220,72,224,76,0,1,0
224,72,228,76,0,1,0
228,72,232,76,0,1,0
232,72,236,76,0,1,0
236,72,240,76,0,1,0
240,72,244,76,0,1,0
244,72,248,76,0,1,0
248,72,252,76,0,1,0
252,72,256,76,0,1,0
256,72,260,76,0,1,0
260,72,264,76,0,1,0
176,76,180,80,0,1,0
180,76,184,80,0,1,0
184,76,188,80,0,1,0
188,76,192,80,0,1,0
192,76,196,80,0,1,0
196,76,200,80,0,1,0
200,76,204,80,0,1,0
204,76,208,80,0,1,0
208,76,212,80,0,1,0
212,76,216,80,0,1,0
216,76,220,80,0,1,0
220,76,224,80,0,1,0
224,76,228,80,0,1,0
228,76,232,80,0,1,0
232,76,236,80,0,1,0
236,76,240,80,0,1,0
240,76,244,80,0,1,0
244,76,248,80,0,1,0
248,76,252,80,0,1,0
252,76,256,80,0,1,0
256,76,260,80,0,1,0
260,76,264,80,0,1,0
164,80,168,84,0,1,0
168,80,172,84,0,1,0
176,80,180,84,0,1,0
180,80,184,84,0,1,0
184,80,188,84,0,1,0
188,80,192,84,0,1,0
192,80,196,84,0,1,0
196,80,200,84,0,1,0
200,80,204,84,0,1,0
204,80,208,84,0,1,0
208,80,212,84,0,1,0
212,80,216,84,0,1,0
216,80,220,84,0,1,0
220,80,224,84,0,1,0
224,80,228,84,0,1,0
228,80,232,84,0,1,0
232,80,236,84,0,1,0
236,80,240,84,0,1,0
240,80,244,84,0,1,0
244,80,248,84,0,1,0
248,80,252,84,0,1,0
252,80,256,84,0,1,0
256,80,260,84,0,1,0
260,80,264,84,0,1,0
164,84,168,88,0,1,0
168,84,172,88,0,1,0
172,84,176,88,0,1,0
176,84,180,88,0,1,0
180,84,184,88,0,1,0
184,84,188,88,0,1,0
188,84,192,88,0,1,0
192,84,196,88,0,1,0
196,84,200,88,0,1,0
200,84,204,88,0,1,0
204,84,208,88,0,1,0
208,84,212,88,0,1,0
212,84,216,88,0,1,0
216,84,220,88,0,1,0
220,84,224,88,0,1,0
224,84,228,88,0,1,0
228,84,232,88,0,1,0
232,84,236,88,0,1,0
236,84,240,88,0,1,0
240,84,244,88,0,1,0
244,84,248,88,0,1,0
248,84,252,88,0,1,0
252,84,256,88,0,1,0
256,84,260,88,0,1,0
260,84,264,88,0,1,0
164,88,168,92,0,1,0
168,88,172,92,0,1,0
172,88,176,92,0,1,0
176,88,180,92,0,1,0
180,88,184,92,0,1,0
184,88,188,92,0,1,0
188,88,192,92,0,1,0
192,88,196,92,0,1,0
196,88,200,92,0,1,0
200,88,204,92,0,1,0
204,88,208,92,0,1,0
208,88,212,92,0,1,0
212,88,216,92,0,1,0
216,88,220,92,0,1,0
220,88,224,92,0,1,0
224,88,228,92,0,1,0
228,88,232,92,0,1,0
232,88,236,92,0,1,0
236,88,240,92,0,1,0
240,88,244,92,0,1,0
244,88,248,92,0,1,0
248,88,252,92,0,1,0
252,88,256,92,0,1,0
256,88,260,92,0,1,0
260,88,264,92,0,1,0
352,88,356,92,1,1,0
356,88,360,92,1,1,0
368,88,372,92,1,1,0
192,92,196,96,0,1,0
196,92,200,96,0,1,0
200,92,204,96,0,1,0
204,92,208,96,0,1,0
224,92,228,96,0,1,0
228,92,232,96,0,1,0
232,92,236,96,0,1,0
236,92,240,96,0,1,0
240,92,244,96,0,1,0
224,96,228,100,0,1,0
228,96,232,100,0,1,0
232,96,236,100,0,1,0
236,96,240,100,0,1,0
240,96,244,100,0,1,0
220,100,224,104,0,1,0
224,100,228,104,0,1,0
228,100,232,104,0,1,0
232,100,236,104,0,1,0
236,100,240,104,0,1,0
240,100,244,104,0,1,0
244,100,248,104,0,1,0
220,104,224,108,0,1,0
224,104,228,108,0,1,0
228,104,232,108,0,1,0
232,104,236,108,0,1,0
236,104,240,108,0,1,0
240,104,244,108,0,1,0
244,104,248,108,0,1,0
220,108,224,112,0,1,0
224,108,228,112,0,1,0
228,108,232,112,0,1,0
232,108,236,112,0,1,0
236,108,240,112,0,1,0
240,108,244,112,0,1,0
244,108,248,112,0,1,0
224,112,228,116,0,1,0
228,112,232,116,0,1,0
232,112,236,116,0,1,0
236,112,240,116,0,1,0
240,112,244,116,0,1,0
224,116,228,120,0,1,0
228,116,232,120,0,1,0
232,116,236,120,0,1,0
236,116,240,120,0,1,0
240,116,244,120,0,1,0
224,120,228,124,0,1,0
228,120,232,124,0,1,0
232,120,236,124,0,1,0
236,120,240,124,0,1,0
240,120,244,124,0,1,0
224,124,228,128,0,1,0
228,124,232,128,0,1,0
232,124,236,128,0,1,0
236,124,240,128,0,1,0
240,124,244,128,0,1,0
224,128,228,132,0,1,0
228,128,232,132,0,1,0
232,128,236,132,0,1,0
236,128,240,132,0,1,0
240,128,244,132,0,1,0
224,132,228,136,0,1,0
228,132,232,136,0,1,0
232,132,236,136,0,1,0
236,132,240,136,0,1,0
240,132,244,136,0,1,0
224,136,228,140,0,1,0
228,136,232,140,0,1,0
232,136,236,140,0,1,0
236,136,240,140,0,1,0
240,136,244,140,0,1,0
224,140,228,144,0,1,0
228,140,232,144,0,1,0
232,140,236,144,0,1,0
236,140,240,144,0,1,0
240,140,244,144,0,1,0
224,144,228,148,0,1,0
228,144,232,148,0,1,0
232,144,236,148,0,1,0
236,144,240,148,0,1,0
240,144,244,148,0,1,0
224,148,228,152,0,1,0
228,148,232,152,0,1,0
232,148,236,152,0,1,0
236,148,240,152,0,1,0
240,148,244,152,0,1,0
224,152,228,156,0,1,0
228,152,232,156,0,1,0
232,152,236,156,0,1,0
236,152,240,156,0,1,0
240,152,244,156,0,1,0
224,156,228,160,0,1,0
228,156,232,160,0,1,0
232,156,236,160,0,1,0
236,156,240,160,0,1,0
240,156,244,160,0,1,0
224,160,228,164,0,1,0
228,160,232,164,0,1,0
232,160,236,164,0,1,0
236,160,240,164,0,1,0
240,160,244,164,0,1,0
224,164,228,168,0,1,0
228,164,232,168,0,1,0
232,164,236,168,0,1,0
236,164,240,168,0,1,0
240,164,244,168,0,1,0
224,168,228,172,0,1,0
228,168,232,172,0,1,0
232,168,236,172,0,1,0
236,168,240,172,0,1,0
240,168,244,172,0,1,0
224,172,228,176,0,1,0
228,172,232,176,0,1,0
232,172,236,176,0,1,0
236,172,240,176,0,1,0
240,172,244,176,0,1,0
224,176,228,180,0,1,0
228,176,232,180,0,1,0
232,176,236,180,0,1,0
236,176,240,180,0,1,0
240,176,244,180,0,1,0
224,180,228,184,0,1,0
228,180,232,184,0,1,0
232,180,236,184,0,1,0
236,180,240,184,0,1,0
240,180,244,184,0,1,0
224,184,228,188,0,1,0
228,184,232,188,0,1,0
232,184,236,188,0,1,0
236,184,240,188,0,1,0
240,184,244,188,0,1,0
224,188,228,192,0,1,0
228,188,232,192,0,1,0
232,188,236,192,0,1,0
236,188,240,192,0,1,0
240,188,244,192,0,1,0
224,192,228,196,0,1,0
228,192,232,196,0,1,0
232,192,236,196,0,1,0
236,192,240,196,0,1,0
240,192,244,196,0,1,0
224,196,228,200,0,1,0
228,196,232,200,0,1,0
232,196,236,200,0,1,0
236,196,240,200,0,1,0
240,196,244,200,0,1,0
224,200,228,204,0,1,0
228,200,232,204,0,1,0
232,200,236,204,0,1,0
236,200,240,204,0,1,0
240,200,244,204,0,1,0
224,204,228,208,0,1,0
228,204,232,208,0,1,0
232,204,236,208,0,1,0
236,204,240,208,0,1,0
240,204,244,208,0,1,0
288,204,292,208,1,1,0
224,208,228,212,0,1,0
228,208,232,212,0,1,0
232,208,236,212,0,1,0
236,208,240,212,0,1,0
240,208,244,212,0,1,0
288,208,292,212,1,1,0
292,208,296,212,1,1,0
224,212,228,216,0,1,0
228,212,232,216,0,1,0
232,212,236,216,0,1,0
236,212,240,216,0,1,0
240,212,244,216,0,1,0
288,212,292,216,1,1,0
224,216,228,220,0,1,0
228,216,232,220,0,1,0
232,216,236,220,0,1,0
236,216,240,220,0,1,0
240,216,244,220,0,1,0
288,216,292,220,1,1,0
208,220,212,224,0,1,0
212,220,216,224,0,1,0
216,220,220,224,0,1,0
220,220,224,224,0,1,0
224,220,228,224,0,1,0
228,220,232,224,0,1,0
232,220,236,224,0,1,0
236,220,240,224,0,1,0
240,220,244,224,0,1,0
244,220,248,224,0,1,0
248,220,252,224,0,1,0
284,220,288,224,1,1,0
288,220,292,224,1,1,0
204,224,208,228,0,1,0
208,224,212,228,0,1,0
212,224,216,228,0,1,0
216,224,220,228,0,1,0
220,224,224,228,0,1,0
224,224,228,228,0,1,0
228,224,232,228,0,1,0
232,224,236,228,0,1,0
236,224,240,228,0,1,0
240,224,244,228,0,1,0
244,224,248,228,0,1,0
248,224,252,228,0,1,0
200,228,204,232,0,1,0
204,228,208,232,0,1,0
208,228,212,232,0,1,0
212,228,216,232,0,1,0
216,228,220,232,0,1,0
220,228,224,232,0,1,0
224,228,228,232,0,1,0
228,228,232,232,0,1,0
232,228,236,232,0,1,0
236,228,240,232,0,1,0
240,228,244,232,0,1,0
244,228,248,232,0,1,0
248,228,252,232,0,1,0
200,232,204,236,0,1,0
204,232,208,236,0,1,0
208,232,212,236,0,1,0
220,232,224,236,0,1,0
224,232,228,236,0,1,0
228,232,232,236,0,1,0
232,232,236,236,0,1,0
236,232,240,236,0,1,0
240,232,244,236,0,1,0
244,232,248,236,0,1,0
248,232,252,236,0,1,0
204,236,208,240,0,1,0
208,236,212,240,0,1,0
228,236,232,240,0,1,0
232,236,236,240,0,1,0
236,236,240,240,0,1,0
240,236,244,240,0,1,0
244,236,248,240,0,1,0
248,236,252,240,0,1,0
104,240,108,244,1,1,0
108,240,112,244,1,1,0
112,240,116,244,1,1,0
116,240,120,244,1,1,0
120,240,124,244,1,1,0
204,240,208,244,0,1,0
208,240,212,244,0,1,0
220,240,224,244,0,1,0
224,240,228,244,0,1,0
228,240,232,244,0,1,0
232,240,236,244,0,1,0
236,240,240,244,0,1,0
240,240,244,244,0,1,0
244,240,248,244,0,1,0
248,240,252,244,0,1,0
92,244,96,248,1,1,0
96,244,100,248,1,1,0
104,244,108,248,1,1,0
108,244,112,248,1,1,0
112,244,116,248,1,1,0
116,244,120,248,1,1,0
120,244,124,248,1,1,0
184,244,188,248,0,1,0
188,244,192,248,0,1,0
204,244,208,248,0,1,0
208,244,212,248,0,1,0
216,244,220,248,0,1,0
220,244,224,248,0,1,0
224,244,228,248,0,1,0
228,244,232,248,0,1,0
236,244,240,248,0,1,0
240,244,244,248,0,1,0
244,244,248,248,0,1,0
248,244,252,248,0,1,0
88,248,92,252,1,1,0
92,248,96,252,1,1,0
96,248,100,252,1,1,0
100,248,104,252,1,1,0
104,248,108,252,1,1,0
108,248,112,252,1,1,0
112,248,116,252,1,1,0
116,248,120,252,1,1,0
120,248,124,252,1,1,0
132,248,136,252,0,1,0
136,248,140,252,0,1,0
164,248,168,252,0,1,0
168,248,172,252,0,1,0
184,248,188,252,0,1,0
188,248,192,252,0,1,0
192,248,196,252,0,1,0
216,248,220,252,0,1,0
220,248,224,252,0,1,0
224,248,228,252,0,1,0
228,248,232,252,0,1,0
84,252,88,256,1,1,0
88,252,92,256,1,1,0
92,252,96,256,1,1,0
96,252,100,256,1,1,0
100,252,104,256,1,1,0
104,252,108,256,1,1,0
108,252,112,256,1,1,0
112,252,116,256,1,1,0
116,252,120,256,1,1,0
120,252,124,256,1,1,0
128,252,132,256,0,1,0
132,252,136,256,0,1,0
144,252,148,256,0,1,0
148,252,152,256,0,1,0
152,252,156,256,0,1,0
164,252,168,256,0,1,0
168,252,172,256,0,1,0
188,252,192,256,0,1,0
220,252,224,256,0,1,0
224,252,228,256,0,1,0
84,256,88,260,1,1,0
88,256,92,260,1,1,0
92,256,96,260,1,1,0
96,256,100,260,1,1,0
100,256,104,260,1,1,0
104,256,108,260,1,1,0
108,256,112,260,1,1,0
112,256,116,260,1,1,0
116,256,120,260,1,1,0
120,256,124,260,1,1,0
128,256,132,260,0,1,0
132,256,136,260,0,1,0
144,256,148,260,0,1,0
148,256,152,260,0,1,0
152,256,156,260,0,1,0
80,260,84,264,1,1,0
84,260,88,264,1,1,0
88,260,92,264,1,1,0
92,260,96,264,1,1,0
96,260,100,264,1,1,0
100,260,104,264,1,1,0
104,260,108,264,1,1,0
108,260,112,264,1,1,0
112,260,116,264,1,1,0
116,260,120,264,1,1,0
120,260,124,264,1,1,0
128,260,132,264,0,1,0
132,260,136,264,0,1,0
144,260,148,264,0,1,0
148,260,152,264,0,1,0
152,260,156,264,0,1,0
80,264,84,268,1,1,0
84,264,88,268,1,1,0
88,264,92,268,1,1,0
92,264,96,268,1,1,0
96,264,100,268,1,1,0
100,264,104,268,1,1,0
104,264,108,268,1,1,0
108,264,112,268,1,1,0
112,264,116,268,1,1,0
116,264,120,268,1,1,0
120,264,124,268,1,1,0
128,264,132,268,0,1,0
132,264,136,268,0,1,0
144,264,148,268,0,1,0
148,264,152,268,0,1,0
152,264,156,268,0,1,0
80,268,84,272,1,1,0
84,268,88,272,1,1,0
88,268,92,272,1,1,0
92,268,96,272,1,1,0
96,268,100,272,1,1,0
100,268,104,272,1,1,0
104,268,108,272,1,1,0
108,268,112,272,1,1,0
112,268,116,272,1,1,0
116,268,120,272,1,1,0
120,268,124,272,1,1,0
144,268,148,272,0,1,0
148,268,152,272,0,1,0
152,268,156,272,0,1,0
160,268,164,272,0,1,0
164,268,168,272,0,1,0
80,272,84,276,1,1,0
84,272,88,276,1,1,0
88,272,92,276,1,1,0
92,272,96,276,1,1,0
96,272,100,276,1,1,0
100,272,104,276,1,1,0
104,272,108,276,1,1,0
108,272,112,276,1,1,0
112,272,116,276,1,1,0
116,272,120,276,1,1,0
120,272,124,276,1,1,0
144,272,148,276,0,1,0
148,272,152,276,0,1,0
152,272,156,276,0,1,0
156,272,160,276,0,1,0
160,272,164,276,0,1,0
164,272,168,276,0,1,0
168,272,172,276,0,1,0
80,276,84,280,1,1,0
84,276,88,280,1,1,0
88,276,92,280,1,1,0
92,276,96,280,1,1,0
96,276,100,280,1,1,0
100,276,104,280,1,1,0
104,276,108,280,1,1,0
108,276,112,280,1,1,0
112,276,116,280,1,1,0
116,276,120,280,1,1,0
120,276,124,280,1,1,0
148,276,152,280,0,1,0
152,276,156,280,0,1,0
156,276,160,280,0,1,0
160,276,164,280,0,1,0
164,276,168,280,0,1,0
80,280,84,284,1,1,0
84,280,88,284,1,1,0
88,280,92,284,1,1,0
92,280,96,284,1,1,0
96,280,100,284,1,1,0
100,280,104,284,1,1,0
104,280,108,284,1,1,0
108,280,112,284,1,1,0
112,280,116,284,1,1,0
116,280,120,284,1,1,0
120,280,124,284,1,1,0
148,280,152,284,0,1,0
152,280,156,284,0,1,0
156,280,160,284,0,1,0
160,280,164,284,0,1,0
76,284,80,288,1,1,0
80,284,84,288,1,1,0
84,284,88,288,1,1,0
88,284,92,288,1,1,0
92,284,96,288,1,1,0
96,284,100,288,1,1,0
100,284,104,288,1,1,0
104,284,108,288,1,1,0
108,284,112,288,1,1,0
112,284,116,288,1,1,0
116,284,120,288,1,1,0
120,284,124,288,1,1,0
152,284,156,288,0,1,0
156,284,160,288,0,1,0
160,284,164,288,0,1,0
76,288,80,292,1,1,0
80,288,84,292,1,1,0
84,288,88,292,1,1,0
88,288,92,292,1,1,0
92,288,96,292,1,1,0
96,288,100,292,1,1,0
100,288,104,292,1,1,0
104,288,108,292,1,1,0
108,288,112,292,1,1,0
112,288,116,292,1,1,0
116,288,120,292,1,1,0
120,288,124,292,1,1,0
156,288,160,292,0,1,0
76,292,80,296,1,1,0
80,292,84,296,1,1,0
84,292,88,296,1,1,0
88,292,92,296,1,1,0
92,292,96,296,1,1,0
96,292,100,296,1,1,0
100,292,104,296,1,1,0
104,292,108,296,1,1,0
108,292,112,296,1,1,0
112,292,116,296,1,1,0
116,292,120,296,1,1,0
120,292,124,296,1,1,0
76,296,80,300,1,1,0
80,296,84,300,1,1,0
84,296,88,300,1,1,0
88,296,92,300,1,1,0
92,296,96,300,1,1,0
96,296,100,300,1,1,0
100,296,104,300,1,1,0
104,296,108,300,1,1,0
108,296,112,300,1,1,0
112,296,116,300,1,1,0
116,296,120,300,1,1,0
120,296,124,300,1,1,0
76,300,80,304,1,1,0
80,300,84,304,1,1,0
84,300,88,304,1,1,0
88,300,92,304,1,1,0
92,300,96,304,1,1,0
96,300,100,304,1,1,0
100,300,104,304,1,1,0
104,300,108,304,1,1,0
108,300,112,304,1,1,0
112,300,116,304,1,1,0
116,300,120,304,1,1,0
120,300,124,304,1,1,0
176,340,180,344,1,1,0
172,344,176,348,1,1,0
176,344,180,348,1,1,0
172,348,176,352,1,1,0
