"Race","Source","Dat","Schedule","ChunkIndex","Offset","Size","Tokens","MotionRefs","OtherRefs"
"Hume Male","Animation set 0","ROM/32/13.dat","ati0","7","1312","224","at0,skaz,dada","at0","skaz,dada"
"Hume Male","Animation set 0","ROM/32/13.dat","atr0","8","1536","208","amr,skaz,dada","amr","skaz,dada"
"Hume Male","Animation set 0","ROM/32/13.dat","atl0","9","1744","208","aml,skaz,dada","aml","skaz,dada"
"Hume Male","Animation set 0","ROM/32/13.dat","out0","10","1952","208","otd,sotr","otd","sotr"
"Hume Male","Animation set 0","ROM/32/13.dat","in 0","11","2160","208","ind,sinr","ind","sinr"
"Hume Male","Animation set 0","ROM/32/13.dat","cnb0","12","2368","208","amb,skaz,dcnt","amb","skaz,dcnt"
"Hume Male","Animation set 0","ROM/32/13.dat","cnf0","13","2576","208","amb,skaz,dcnt","amb","skaz,dcnt"
"Hume Male","Animation set 0","ROM/32/13.dat","cni0","14","2784","224","at1,skaz,dcnt","at1","skaz,dcnt"
"Hume Male","Animation set 0","ROM/32/13.dat","cnr0","15","3008","208","amr,skaz,dcnt","amr","skaz,dcnt"
"Hume Male","Animation set 0","ROM/32/13.dat","cnl0","16","3216","208","aml,skaz,dcnt","aml","skaz,dcnt"
"Hume Male","Animation set 0","ROM/32/13.dat","cnt0","17","3424","160","hwat,vswy","","hwat,vswy"
"Hume Male","Animation set 0","ROM/32/13.dat","atk0","18","3584","160","hwat,vatk","","hwat,vatk"
"Hume Male","Animation set 1","ROM/32/40.dat","em02","1","32","160","sl1","sl1",""
"Hume Male","Animation set 1","ROM/32/40.dat","em01","2","192","160","poi","poi",""
"Hume Male","Animation set 1","ROM/32/40.dat","em06","3","352","160","lau","lau",""
"Hume Male","Animation set 1","ROM/32/40.dat","em00","4","512","160","bow","bow",""
"Hume Male","Animation set 1","ROM/32/40.dat","em04","5","672","160","sl3","sl3",""
"Hume Male","Animation set 1","ROM/32/40.dat","em03","6","832","160","sl2","sl2",""
"Hume Male","Animation set 1","ROM/32/40.dat","em07","7","992","160","wee","wee",""
"Hume Male","Animation set 1","ROM/32/40.dat","em05","8","1152","160","kne","kne",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","cafa","3","576","192","ms0,hwmg,nefa","ms0","hwmg,nefa"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ls11","4","768","272","lc11,stgc,eigc,gc2","gc2","lc11,stgc,eigc"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ls10","5","1040","272","lc10,stgh,eigh,gh2","gh2","lc10,stgh,eigh"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","lc11","6","1312","288","stgc,negc,gc0,gc1","gc0,gc1","stgc,negc"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","lc10","7","1600","288","stgh,negh,gh0,gh1","gh0,gh1","stgh,negh"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","shge","8","1888","144","waso","","waso"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","cage","9","2032","128","","",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","shbl","10","2160","192","hwmg,stbl,shao,ssbl,wash","","hwmg,stbl,shao,ssbl,wash"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ssbl","11","2352","192","ma1,ma2","ma1,ma2",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","cabl","12","2544","192","ma0,hwmg,neao","ma0","hwmg,neao"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","pary","13","2736","144","","",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","caso","14","2880","144","ner5","","ner5"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","shso","15","3024","176","stso,eis6,waso","","stso,eis6,waso"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ldam","16","3200","208","lhit,sdam,vdam","","lhit,sdam,vdam"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","lhit","17","3408","144","eflg,selg","","eflg,selg"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ssso","18","3552","192","mw1,mw2","mw1,mw2",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","sswh","19","3744","192","mw1,mw2","mw1,mw2",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ssit","20","3936","192","mi2,mi3","mi2,mi3",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ssbk","21","4128","192","mb1,mb2","mb1,mb2",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","shbk","22","4320","192","hwmg,stbk,eis3,ssbk,wash","","hwmg,stbk,eis3,ssbk,wash"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","shwh","23","4512","192","hwmg,stwh,eis4,sswh,wash","","hwmg,stwh,eis4,sswh,wash"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","res0","24","4704","224","rx0,rx1","rx0,rx1",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","init","25","4928","128","hwpc","","hwpc"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","@tr0","26","5056","192","wlk,idl","wlk,idl",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","@tl0","27","5248","192","wlk,idl","wlk,idl",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","gurd","28","5440","144","","",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","damg","29","5584","208","chit,sdam,vdam","","chit,sdam,vdam"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","chit","30","5792","144","se h,ef h","","se h,ef h"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","sway","31","5936","128","vswy","","vswy"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","dead","32","6064","240","ded,vded,cor","ded,cor","vded"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","pop0","33","6304","176","init","","init"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","corp","34","6480","160","cor","cor",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","res1","35","6640","160","rx1","rx1",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ls00","36","6800","240","lc00,sk2,ksng","sk2","lc00,ksng"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","lc00","37","7040","224","sk1,vsng","sk1","vsng"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","kf&h","38","7264","144","sefl,sehp","","sefl,sehp"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","cabk","39","7408","192","hwmg,mb0,ner1","mb0","hwmg,ner1"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","cawh","40","7600","192","hwmg,mw0,ner2","mw0","hwmg,ner2"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","cast","41","7792","160","mb0","mb0",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","res2","42","7952","192","rx2","rx2",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","shit","43","8144","176","chit,hwmg,ssit,wash","","chit,hwmg,ssit,wash"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","shlg","44","8320","160","hwso,wash","","hwso,wash"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","calg","45","8480","144","hwso","","hwso"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","stnd","46","8624","160","std","std",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","sssm","47","8784","192","ms1,ms2","ms1,ms2",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","shsm","48","8976","192","hwmg,eis2,stsm,sssm,wash","","hwmg,eis2,stsm,sssm,wash"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","shnj","49","9168","192","hwmg,ner3,stnj,ssnj,wash","","hwmg,ner3,stnj,ssnj,wash"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ssnj","50","9360","192","mn1,mn2","mn1,mn2",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","casm","51","9552","192","ms0,hwmg,ner4","ms0","hwmg,ner4"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","canj","52","9744","192","mn0,hwmg,sei5","mn0","hwmg,sei5"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","cait","53","9936","224","hwmg,mi0,mi1","mi0,mi1","hwmg"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","sit0","54","10160","224","si0,si1","si0,si1",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","sit1","55","10384","160","si1","si1",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","sit2","56","10544","192","si2","si2",""
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ls06","57","10736","240","lc06,yu2,kalg,ldad,lgot","yu2","lc06,kalg,ldad,lgot"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","lc06","58","10976","224","yu0,lgin,yu1","yu0,yu1","lgin"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ls04","59","11200","272","lc04,hwso,na2,kalg,ldad,chlg,lgot","na2","lc04,hwso,kalg,ldad,chlg,lgot"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","lc04","60","11472","224","na0,lgin,na1","na0,na1","lgin"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ls03","61","11696","240","lc03,gu2,kalg,ldad,lgot","gu2","lc03,kalg,ldad,lgot"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","lc03","62","11936","224","gu0,lgin,gu1","gu0,gu1","lgin"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","lc05","63","12160","224","na0,lgin,na1","na0,na1","lgin"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ls05","64","12384","240","lc05,hwso,na3,kalg,ldad","na3","lc05,hwso,kalg,ldad"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ls01","65","12624","224","lc01,hwso,sf2,sefl","sf2","lc01,hwso,sefl"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","ls02","66","12848","224","lc02,hwso,sh2,sehp","sh2","lc02,hwso,sehp"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","lc01","67","13072","240","hwso,sf0,sefl,sf1","sf0,sf1","hwso,sefl"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","lc02","68","13312","240","hwso,sh0,sehp,sh1","sh0,sh1","hwso,sehp"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","gur1","69","13552","192","chit,sdam,vdam","","chit,sdam,vdam"
"Mithra","Skeleton + Base Tex","ROM/51/89.dat","shfa","70","13744","192","hwmg,eifa,stfa,sssm,wash","","hwmg,eifa,stfa,sssm,wash"
"Mithra","Animation set 0","ROM/56/14.dat","ati2","1","32","224","at2,skaz,dada","at2","skaz,dada"
"Mithra","Animation set 0","ROM/56/14.dat","ati1","2","256","224","at1,skaz,dada","at1","skaz,dada"
"Mithra","Animation set 0","ROM/56/14.dat","out0","3","480","208","ota,sotr","ota","sotr"
"Mithra","Animation set 0","ROM/56/14.dat","in 0","4","688","208","ina,sinr","ina","sinr"
"Mithra","Animation set 0","ROM/56/14.dat","atl0","5","896","208","aml,skaz,dada","aml","skaz,dada"
"Mithra","Animation set 0","ROM/56/14.dat","atr0","6","1104","208","amr,skaz,dada","amr","skaz,dada"
"Mithra","Animation set 0","ROM/56/14.dat","ati0","7","1312","224","at0,skaz,dada","at0","skaz,dada"
"Mithra","Animation set 0","ROM/56/14.dat","atb0","8","1536","208","amb,skaz,dada","amb","skaz,dada"
"Mithra","Animation set 0","ROM/56/14.dat","atf0","9","1744","208","amf,skaz,dada","amf","skaz,dada"
"Mithra","Animation set 0","ROM/56/14.dat","cnl0","10","1952","208","aml,skaz,dcnt","aml","skaz,dcnt"
"Mithra","Animation set 0","ROM/56/14.dat","cnr0","11","2160","208","amr,skaz,dcnt","amr","skaz,dcnt"
"Mithra","Animation set 0","ROM/56/14.dat","cni0","12","2368","224","at1,skaz,dcnt","at1","skaz,dcnt"
"Mithra","Animation set 0","ROM/56/14.dat","cnb0","13","2592","208","amb,skaz,dcnt","amb","skaz,dcnt"
"Mithra","Animation set 0","ROM/56/14.dat","cnf0","14","2800","208","amf,skaz,dcnt","amf","skaz,dcnt"
"Mithra","Animation set 0","ROM/56/14.dat","cnt0","15","3008","160","hwat,vswy","","hwat,vswy"
"Mithra","Animation set 0","ROM/56/14.dat","atk0","16","3168","160","hwat,vatk","","hwat,vatk"
"Mithra","Animation set 1","ROM/56/41.dat","em05","1","32","160","kne","kne",""
"Mithra","Animation set 1","ROM/56/41.dat","em07","2","192","160","wee","wee",""
"Mithra","Animation set 1","ROM/56/41.dat","em03","3","352","160","sl2","sl2",""
"Mithra","Animation set 1","ROM/56/41.dat","em04","4","512","160","sl3","sl3",""
"Mithra","Animation set 1","ROM/56/41.dat","em00","5","672","160","bow","bow",""
"Mithra","Animation set 1","ROM/56/41.dat","em06","6","832","160","lau","lau",""
"Mithra","Animation set 1","ROM/56/41.dat","em01","7","992","160","poi","poi",""
"Mithra","Animation set 1","ROM/56/41.dat","em02","8","1152","160","sl1","sl1",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","cafa","3","576","192","ms0,hwmg,nefa","ms0","hwmg,nefa"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ls11","4","768","272","lc11,stgc,eigc,gc2","gc2","lc11,stgc,eigc"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ls10","5","1040","272","lc10,stgh,eigh,gh2","gh2","lc10,stgh,eigh"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","lc10","6","1312","288","stgh,negh,gh0,gh1","gh0,gh1","stgh,negh"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","lc11","7","1600","288","stgc,negc,gc0,gc1","gc0,gc1","stgc,negc"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","shge","8","1888","144","waso","","waso"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","cage","9","2032","128","","",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ssbl","10","2160","192","ma1,ma2","ma1,ma2",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","shbl","11","2352","192","hwmg,stbl,shao,ssbl,wash","","hwmg,stbl,shao,ssbl,wash"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","cabl","12","2544","192","ma0,hwmg,neao","ma0","hwmg,neao"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","pary","13","2736","144","","",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","caso","14","2880","144","ner5","","ner5"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","shso","15","3024","176","stso,eis6,waso","","stso,eis6,waso"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ldam","16","3200","208","lhit,sdam,vdam","","lhit,sdam,vdam"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","lhit","17","3408","144","eflg,selg","","eflg,selg"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ssso","18","3552","192","mw1,mw2","mw1,mw2",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","sswh","19","3744","192","mw1,mw2","mw1,mw2",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ssit","20","3936","192","mi2,mi3","mi2,mi3",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ssbk","21","4128","192","mb1,mb2","mb1,mb2",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","shbk","22","4320","192","hwmg,stbk,eis3,ssbk,wash","","hwmg,stbk,eis3,ssbk,wash"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","shwh","23","4512","192","hwmg,stwh,eis4,sswh,wash","","hwmg,stwh,eis4,sswh,wash"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","res0","24","4704","224","rx0,rx1","rx0,rx1",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","res1","25","4928","160","rx1","rx1",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","corp","26","5088","160","cor","cor",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","pop0","27","5248","176","init","","init"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","dead","28","5424","240","ded,vded,cor","ded,cor","vded"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","sway","29","5664","128","vswy","","vswy"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","chit","30","5792","144","se h,ef h","","se h,ef h"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","damg","31","5936","208","chit,sdam,vdam","","chit,sdam,vdam"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","gurd","32","6144","144","","",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","@tl0","33","6288","192","wlk,idl","wlk,idl",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","@tr0","34","6480","192","wlk,idl","wlk,idl",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","init","35","6672","128","hwpc","","hwpc"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ls00","36","6800","240","lc00,sk2,ksng","sk2","lc00,ksng"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","lc00","37","7040","224","sk1,vsng","sk1","vsng"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","kf&h","38","7264","144","sefl,sehp","","sefl,sehp"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","cabk","39","7408","192","hwmg,mb0,ner1","mb0","hwmg,ner1"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","cawh","40","7600","192","hwmg,mw0,ner2","mw0","hwmg,ner2"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","cast","41","7792","160","mb0","mb0",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","res2","42","7952","192","rx2","rx2",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","shit","43","8144","176","chit,hwmg,ssit,wash","","chit,hwmg,ssit,wash"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","shlg","44","8320","160","hwso,wash","","hwso,wash"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","calg","45","8480","144","hwso","","hwso"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","stnd","46","8624","160","std","std",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","sssm","47","8784","192","ms1,ms2","ms1,ms2",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","shsm","48","8976","192","hwmg,eis2,stsm,sssm,wash","","hwmg,eis2,stsm,sssm,wash"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","shnj","49","9168","192","hwmg,ner3,stnj,ssnj,wash","","hwmg,ner3,stnj,ssnj,wash"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ssnj","50","9360","192","mn1,mn2","mn1,mn2",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","casm","51","9552","192","ms0,hwmg,ner4","ms0","hwmg,ner4"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","canj","52","9744","192","mn0,hwmg,sei5","mn0","hwmg,sei5"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","cait","53","9936","224","hwmg,mi0,mi1","mi0,mi1","hwmg"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","sit0","54","10160","224","si0,si1","si0,si1",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","sit1","55","10384","160","si1","si1",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","sit2","56","10544","192","si2","si2",""
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ls06","57","10736","240","lc06,yu2,kalg,ldad,lgot","yu2","lc06,kalg,ldad,lgot"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","lc06","58","10976","224","yu0,lgin,yu1","yu0,yu1","lgin"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ls04","59","11200","272","lc04,hwso,na2,kalg,ldad,chlg,lgot","na2","lc04,hwso,kalg,ldad,chlg,lgot"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","lc04","60","11472","224","na0,lgin,na1","na0,na1","lgin"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ls03","61","11696","240","lc03,gu2,kalg,ldad,lgot","gu2","lc03,kalg,ldad,lgot"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","lc03","62","11936","224","gu0,lgin,gu1","gu0,gu1","lgin"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","lc05","63","12160","224","na0,lgin,na1","na0,na1","lgin"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ls05","64","12384","240","lc05,hwso,na3,kalg,ldad","na3","lc05,hwso,kalg,ldad"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ls01","65","12624","224","lc01,hwso,sf2,sefl","sf2","lc01,hwso,sefl"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","ls02","66","12848","224","lc02,hwso,sh2,sehp","sh2","lc02,hwso,sehp"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","lc01","67","13072","240","hwso,sf0,sefl,sf1","sf0,sf1","hwso,sefl"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","lc02","68","13312","240","hwso,sh0,sehp,sh1","sh0,sh1","hwso,sehp"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","gur1","69","13552","192","chit,sdam,vdam","","chit,sdam,vdam"
"Tarutaru Female","Skeleton + Base Tex","ROM/46/93.dat","shfa","70","13744","192","hwmg,eifa,stfa,sssm,wash","","hwmg,eifa,stfa,sssm,wash"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","bti0","1","32","224","at3,skaz,dada","at3","skaz,dada"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","cnb0","2","256","208","amb,skaz,dcnt","amb","skaz,dcnt"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","cnf0","3","464","208","amf,skaz,dcnt","amf","skaz,dcnt"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","cni0","4","672","224","at0,skaz,dcnt","at0","skaz,dcnt"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","cnr0","5","896","208","amr,skaz,dcnt","amr","skaz,dcnt"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","cnl0","6","1104","208","aml,skaz,dcnt","aml","skaz,dcnt"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","out1","7","1312","208","ot0,sotr","ot0","sotr"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","in 1","8","1520","208","in0,sinr","in0","sinr"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","atb0","9","1728","208","amb,skaz,dada","amb","skaz,dada"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","atf0","10","1936","208","amf,skaz,dada","amf","skaz,dada"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","ati0","11","2144","224","at0,skaz,dada","at0","skaz,dada"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","ati1","12","2368","224","at1,skaz,dada","at1","skaz,dada"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","ati2","13","2592","224","at2,skaz,dada","at2","skaz,dada"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","atr0","14","2816","208","amr,skaz,dada","amr","skaz,dada"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","atl0","15","3024","208","aml,skaz,dada","aml","skaz,dada"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","in 0","16","3232","208","ina,sinr","ina","sinr"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","out0","17","3440","208","ota,sotr","ota","sotr"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","cnt0","18","3648","160","hwat,vswy","","hwat,vswy"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","atk0","19","3808","160","hwat,vatk","","hwat,vatk"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","bti1","20","3968","224","at4,skaz,dada","at4","skaz,dada"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","dti0","21","4192","224","wa5,skaz,dada","wa5","skaz,dada"
"Tarutaru Female","Animation set 0","ROM/51/19.dat","cti0","22","4416","224","wa4,skaz,dada","wa4","skaz,dada"
"Tarutaru Female","Animation set 1","ROM/51/71.dat","em07","1","32","160","wee","wee",""
"Tarutaru Female","Animation set 1","ROM/51/71.dat","em03","2","192","160","sl2","sl2",""
"Tarutaru Female","Animation set 1","ROM/51/71.dat","em04","3","352","160","sl3","sl3",""
"Tarutaru Female","Animation set 1","ROM/51/71.dat","em00","4","512","160","bow","bow",""
"Tarutaru Female","Animation set 1","ROM/51/71.dat","em06","5","672","160","lau","lau",""
"Tarutaru Female","Animation set 1","ROM/51/71.dat","em01","6","832","160","poi","poi",""
"Tarutaru Female","Animation set 1","ROM/51/71.dat","em02","7","992","160","sl1","sl1",""
"Tarutaru Female","Animation set 1","ROM/51/71.dat","em05","8","1152","160","kne","kne",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","cafa","3","576","192","ms0,hwmg,nefa","ms0","hwmg,nefa"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ls11","4","768","272","lc11,stgc,eigc,gc2","gc2","lc11,stgc,eigc"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ls10","5","1040","272","lc10,stgh,eigh,gh2","gh2","lc10,stgh,eigh"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","lc10","6","1312","288","stgh,negh,gh0,gh1","gh0,gh1","stgh,negh"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","lc11","7","1600","288","stgc,negc,gc0,gc1","gc0,gc1","stgc,negc"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","shge","8","1888","144","waso","","waso"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","cage","9","2032","128","","",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ssbl","10","2160","192","ma1,ma2","ma1,ma2",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","shbl","11","2352","192","hwmg,stbl,shao,ssbl,wash","","hwmg,stbl,shao,ssbl,wash"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","cabl","12","2544","192","ma0,hwmg,neao","ma0","hwmg,neao"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","pary","13","2736","144","","",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","caso","14","2880","144","ner5","","ner5"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","shso","15","3024","176","stso,eis6,waso","","stso,eis6,waso"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ldam","16","3200","208","lhit,sdam,vdam","","lhit,sdam,vdam"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","lhit","17","3408","144","eflg,selg","","eflg,selg"
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ssso","18","3552","192","mw1,mw2","mw1,mw2",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","sswh","19","3744","192","mw1,mw2","mw1,mw2",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ssit","20","3936","192","mi2,mi3","mi2,mi3",""
"Tarutaru Male","Skeleton + Base Tex","ROM/46/93.dat","ssbk","21","4128","192","mb1,mb2","mb1,mb2",""
